customer_class,month_1_consumption,month_2_consumption,month_3_consumption,month_4_consumption,month_1_month,month_2_month,month_3_month,month_4_month,avg_consumption,consumption_trend,next_month_consumption
PUBLIC_SERVICE,95.15,88.61,87.83,109.69,8,9,10,11,95.32,4.85,86.35
RESIDENT,22.15,24.62,22.0,18.48,6,7,8,9,21.81,-1.22,18.92
RESIDENT,14.27,17.04,19.21,22.41,1,2,3,4,18.23,2.71,19.29
RESIDENT,22.29,13.42,22.12,22.48,1,2,3,4,20.08,0.06,27.07
FACTORY,1063.87,1091.45,988.17,999.94,5,6,7,8,1035.86,-21.31,1551.05
RESIDENT,12.61,13.33,8.09,19.43,2,3,4,5,13.37,2.27,15.8
ORGANIZATION,133.57,115.35,133.08,140.26,2,3,4,5,130.56,2.23,159.05
RESIDENT,30.17,26.82,28.41,26.92,6,7,8,9,28.08,-1.08,22.79
RESIDENT,24.3,27.64,23.91,35.0,9,10,11,12,27.71,3.57,35.92
RESIDENT,22.77,30.18,33.46,28.43,3,4,5,6,28.71,1.89,24.22
RESIDENT,26.98,30.0,28.59,33.59,12,1,2,3,29.79,2.2,31.58
ORGANIZATION,203.07,169.59,195.63,188.99,10,11,12,1,189.32,-4.69,204.46
RESIDENT,29.45,27.19,25.36,23.13,8,9,10,11,26.28,-2.11,25.72
ORGANIZATION,100.78,85.46,106.17,91.84,5,6,7,8,96.06,-2.98,74.94
RESIDENT,31.85,25.28,27.33,21.91,8,9,10,11,26.59,-3.31,28.55
RESIDENT,22.42,29.28,23.56,20.36,6,7,8,9,23.91,-0.69,24.79
FACTORY,627.68,686.4,424.56,472.03,7,8,9,10,552.67,-51.88,432.52
RESIDENT,15.4,17.62,17.23,20.33,11,12,1,2,17.64,1.64,24.98
RESIDENT,36.25,32.77,37.98,49.77,12,1,2,3,39.19,4.51,68.17
RESIDENT,22.53,32.64,35.72,52.85,12,1,2,3,35.94,10.11,44.38
RESIDENT,30.74,30.56,32.48,29.66,8,9,10,11,30.86,-0.36,26.83
RESIDENT,26.67,25.07,31.48,32.23,12,1,2,3,28.86,1.85,31.98
RESIDENT,23.28,23.92,18.29,11.31,5,6,7,8,19.2,-3.99,16.74
RESIDENT,19.64,24.08,22.34,27.42,1,2,3,4,23.37,2.59,25.72
RESIDENT,14.53,12.54,13.59,10.01,6,7,8,9,12.67,-1.51,11.93
RESIDENT,30.16,48.76,28.04,32.9,12,1,2,3,34.97,0.91,40.37
RESIDENT,14.93,20.88,20.53,22.21,1,2,3,4,19.64,2.43,21.87
RESIDENT,24.9,19.82,24.83,23.4,11,12,1,2,23.24,-0.5,31.04
RESIDENT,31.4,31.13,29.57,27.54,6,7,8,9,29.91,-1.29,22.87
RESIDENT,35.38,39.52,27.87,25.67,7,8,9,10,32.11,-3.24,19.3
RESIDENT,24.43,25.19,19.58,18.86,7,8,9,10,22.02,-1.86,20.76
PUBLIC_SERVICE,123.87,151.07,146.91,150.98,3,4,5,6,143.21,9.04,150.04
PUBLIC_SERVICE,122.69,138.28,127.32,113.48,8,9,10,11,125.44,-3.07,117.47
RESIDENT,23.07,18.17,22.93,20.9,7,8,9,10,21.27,-0.72,20.65
RESIDENT,39.66,35.61,31.33,33.01,7,8,9,10,34.9,-2.22,32.9
GOVERNMENT,254.13,300.88,282.27,278.8,11,12,1,2,279.02,8.22,287.42
RESIDENT,23.59,21.73,20.29,11.93,6,7,8,9,19.38,-3.89,14.85
RESIDENT,23.8,19.68,20.6,29.33,11,12,1,2,23.35,1.84,31.91
ORGANIZATION,150.34,159.42,192.5,179.95,1,2,3,4,170.55,9.87,191.76
PUBLIC_SERVICE,36.57,32.74,35.89,55.25,10,11,12,1,40.11,6.23,50.2
ORGANIZATION,84.92,68.29,49.62,76.84,9,10,11,12,69.92,-2.69,133.24
RESIDENT,6.34,10.57,13.58,8.58,11,12,1,2,9.77,0.75,15.63
RESIDENT,33.34,21.2,31.04,20.27,7,8,9,10,26.46,-4.36,17.16
RESIDENT,31.16,28.67,31.69,32.21,2,3,4,5,30.93,0.35,36.15
RESIDENT,24.25,20.86,21.97,17.74,7,8,9,10,21.2,-2.17,15.14
RESIDENT,5.65,7.31,6.03,8.19,12,1,2,3,6.79,0.85,17.38
RESIDENT,23.82,29.57,23.34,25.78,7,8,9,10,25.63,0.65,20.4
GOVERNMENT,241.38,232.08,241.03,320.75,11,12,1,2,258.81,26.46,316.15
RESIDENT,8.45,7.23,9.19,11.09,2,3,4,5,8.99,0.88,13.53
RESIDENT,37.29,36.7,37.14,38.56,2,3,4,5,37.42,0.42,38.03
RESIDENT,9.36,12.27,15.97,14.63,11,12,1,2,13.06,1.76,16.55
RESIDENT,16.71,14.39,10.41,14.97,3,4,5,6,14.12,-0.58,12.8
RESIDENT,28.18,28.39,32.76,32.81,10,11,12,1,30.54,1.54,41.4
RESIDENT,23.96,17.09,14.9,13.56,7,8,9,10,17.38,-3.47,16.74
PUBLIC_SERVICE,73.21,75.53,74.01,78.34,4,5,6,7,75.27,1.71,53.91
RESIDENT,18.19,17.53,20.59,19.27,4,5,6,7,18.89,0.36,12.48
FACTORY,991.38,1080.43,1073.64,1106.34,3,4,5,6,1062.95,38.32,990.65
ORGANIZATION,178.36,113.92,142.38,160.69,10,11,12,1,148.84,-5.89,211.29
RESIDENT,23.4,13.78,21.39,16.97,11,12,1,2,18.88,-2.14,19.72
RESIDENT,12.83,16.03,20.1,26.53,4,5,6,7,18.87,4.57,13.1
ORGANIZATION,140.0,143.32,122.39,123.72,7,8,9,10,132.36,-5.43,141.89
RESIDENT,18.88,16.71,15.31,19.32,10,11,12,1,17.55,0.15,19.32
FACTORY,1896.18,1898.55,1744.27,2013.92,10,11,12,1,1888.23,39.25,1930.69
RESIDENT,29.26,31.59,25.73,28.96,11,12,1,2,28.88,-0.1,32.79
RESIDENT,15.7,24.16,16.05,14.29,4,5,6,7,17.55,-0.47,14.55
RESIDENT,21.19,18.91,14.45,12.44,8,9,10,11,16.75,-2.92,13.64
RESIDENT,31.44,29.38,31.58,33.12,1,2,3,4,31.38,0.56,39.46
PUBLIC_SERVICE,53.6,47.02,47.05,42.65,3,4,5,6,47.58,-3.65,47.02
GOVERNMENT,524.45,475.75,466.94,502.58,3,4,5,6,492.43,-7.29,479.51
ORGANIZATION,201.9,214.91,179.93,203.6,4,5,6,7,200.09,0.57,197.96
RESIDENT,11.67,15.11,16.0,25.13,2,3,4,5,16.98,4.49,13.21
RESIDENT,15.83,12.85,5.11,14.42,7,8,9,10,12.05,-0.47,6.01
RESIDENT,0.74,4.37,4.23,5.47,11,12,1,2,3.7,1.58,11.99
RESIDENT,24.11,23.32,21.98,18.69,12,1,2,3,22.02,-1.81,33.03
RESIDENT,14.36,13.99,16.19,13.12,10,11,12,1,14.42,-0.41,20.04
PUBLIC_SERVICE,90.8,105.78,115.69,113.18,11,12,1,2,106.36,7.46,139.15
RESIDENT,33.8,38.28,38.13,40.36,12,1,2,3,37.64,2.19,43.98
PUBLIC_SERVICE,66.6,56.38,38.21,47.81,7,8,9,10,52.25,-6.26,56.77
GOVERNMENT,388.32,388.09,439.67,404.6,11,12,1,2,405.17,5.43,439.59
PUBLIC_SERVICE,145.17,131.64,148.86,127.55,3,4,5,6,138.3,-5.87,130.35
RESIDENT,14.44,15.61,17.86,17.13,10,11,12,1,16.26,0.9,20.81
RESIDENT,6.35,6.85,4.7,10.31,10,11,12,1,7.05,1.32,11.56
RESIDENT,12.27,21.2,12.19,16.06,9,10,11,12,15.43,1.26,14.52
RESIDENT,26.62,38.14,36.01,43.33,2,3,4,5,36.03,5.57,34.56
ORGANIZATION,124.35,139.44,140.38,163.74,12,1,2,3,141.98,13.13,170.51
RESIDENT,22.38,21.34,27.32,24.76,2,3,4,5,23.95,0.79,30.82
RESIDENT,29.88,29.72,28.76,21.62,4,5,6,7,27.5,-2.75,22.53
RESIDENT,25.28,27.33,21.91,28.55,9,10,11,12,25.77,1.09,29.44
ORGANIZATION,81.74,74.89,99.76,77.19,5,6,7,8,83.39,-1.52,58.41
RESIDENT,26.2,23.11,24.99,20.24,7,8,9,10,23.63,-1.99,20.52
RESIDENT,15.54,14.09,6.45,7.76,8,9,10,11,10.96,-2.59,17.67
RESIDENT,9.86,0.5,4.07,4.73,10,11,12,1,4.79,-1.71,7.2
RESIDENT,23.04,9.7,8.96,14.7,8,9,10,11,14.1,-2.78,9.47
ORGANIZATION,82.52,73.71,75.82,81.69,4,5,6,7,78.44,-0.28,55.19
PUBLIC_SERVICE,89.44,95.4,73.37,80.39,7,8,9,10,84.65,-3.02,71.78
GOVERNMENT,320.95,196.24,279.97,240.49,1,2,3,4,259.41,-26.82,195.73
ORGANIZATION,95.01,114.75,149.21,130.09,3,4,5,6,122.27,11.69,118.01
PUBLIC_SERVICE,111.17,125.71,140.6,155.8,12,1,2,3,133.32,14.88,176.64
ORGANIZATION,88.69,69.71,55.56,37.89,5,6,7,8,62.96,-16.93,35.13
GOVERNMENT,407.94,422.2,415.0,401.13,6,7,8,9,411.57,-2.27,398.35
RESIDENT,10.22,5.42,8.96,2.39,7,8,9,10,6.75,-2.61,1.78
RESIDENT,16.07,24.83,25.81,24.44,12,1,2,3,22.79,2.79,32.24
FACTORY,870.01,941.79,993.69,1009.03,2,3,4,5,953.63,46.34,1136.22
RESIDENT,10.17,11.99,13.3,10.62,9,10,11,12,11.52,0.15,5.6
RESIDENT,23.55,22.51,24.02,20.23,10,11,12,1,22.58,-1.11,24.4
RESIDENT,20.43,22.77,18.35,15.5,5,6,7,8,19.26,-1.64,10.14
RESIDENT,21.1,20.73,17.31,19.89,7,8,9,10,19.76,-0.4,16.43
RESIDENT,15.89,15.5,15.57,21.68,12,1,2,3,17.16,1.93,24.81
FACTORY,1579.07,1640.3,1807.55,1670.74,10,11,12,1,1674.41,30.56,1607.31
PUBLIC_SERVICE,71.02,70.63,80.15,87.21,11,12,1,2,77.25,5.4,80.56
ORGANIZATION,180.63,194.9,162.87,137.95,2,3,4,5,169.09,-14.23,155.16
GOVERNMENT,193.87,227.77,216.76,216.22,3,4,5,6,213.66,7.45,246.44
GOVERNMENT,131.27,88.0,157.24,217.16,12,1,2,3,148.42,28.63,209.5
GOVERNMENT,493.43,458.07,413.01,393.08,7,8,9,10,439.4,-33.45,339.2
PUBLIC_SERVICE,101.52,104.88,83.56,104.56,7,8,9,10,98.63,1.01,102.55
PUBLIC_SERVICE,75.07,85.49,96.32,90.88,4,5,6,7,86.94,5.27,82.15
RESIDENT,17.61,14.58,19.05,14.27,9,10,11,12,16.38,-1.11,14.55
RESIDENT,16.22,16.61,16.46,22.2,3,4,5,6,17.87,1.99,14.81
RESIDENT,31.68,40.96,22.5,22.23,7,8,9,10,29.34,-3.15,24.8
RESIDENT,25.58,28.88,26.41,27.35,4,5,6,7,27.05,0.59,22.26
RESIDENT,2.14,12.37,13.09,10.21,1,2,3,4,9.45,2.69,11.16
RESIDENT,30.25,28.5,21.44,24.02,7,8,9,10,26.05,-2.08,26.87
RESIDENT,38.48,37.32,33.84,36.31,7,8,9,10,36.49,-0.72,32.09
RESIDENT,26.28,30.92,32.26,29.62,3,4,5,6,29.77,1.11,33.14
GOVERNMENT,229.37,92.97,121.16,174.97,9,10,11,12,154.62,-18.13,193.62
RESIDENT,15.47,13.04,7.37,19.98,11,12,1,2,13.96,1.5,23.21
ORGANIZATION,95.2,54.37,63.02,67.35,8,9,10,11,69.98,-9.28,52.08
PUBLIC_SERVICE,80.68,65.45,77.07,76.37,3,4,5,6,74.89,-1.44,59.05
FACTORY,1351.11,1409.64,1518.02,1353.97,11,12,1,2,1408.19,0.95,1531.93
RESIDENT,27.15,37.18,30.03,25.54,3,4,5,6,29.98,-0.54,30.54
RESIDENT,9.75,10.91,10.22,8.8,8,9,10,11,9.92,-0.32,5.48
PUBLIC_SERVICE,151.33,136.68,138.52,137.97,6,7,8,9,141.12,-4.45,127.06
RESIDENT,23.54,24.35,29.27,23.03,1,2,3,4,25.05,-0.17,33.64
ORGANIZATION,105.1,95.87,93.21,125.37,12,1,2,3,104.89,6.76,133.93
GOVERNMENT,278.11,360.32,274.16,319.96,1,2,3,4,308.14,13.95,368.69
ORGANIZATION,214.81,142.91,143.12,146.72,10,11,12,1,161.89,-22.7,218.01
FACTORY,2128.63,1298.78,1148.23,1432.43,11,12,1,2,1502.02,-232.07,1219.94
RESIDENT,27.79,33.11,51.44,29.47,10,11,12,1,35.45,0.56,36.33
ORGANIZATION,136.23,103.11,126.56,84.62,6,7,8,9,112.63,-17.2,45.7
GOVERNMENT,443.68,378.4,448.44,461.68,10,11,12,1,433.05,6.0,498.43
GOVERNMENT,356.41,340.31,374.68,379.77,1,2,3,4,362.79,7.79,468.11
PUBLIC_SERVICE,101.55,118.04,106.36,112.85,8,9,10,11,109.7,3.77,117.58
RESIDENT,21.84,16.6,28.77,32.18,12,1,2,3,24.85,3.45,32.06
RESIDENT,28.17,18.58,23.13,23.79,2,3,4,5,23.42,-1.46,21.01
GOVERNMENT,255.84,241.1,233.61,263.91,10,11,12,1,248.62,2.69,338.04
RESIDENT,41.65,34.44,28.96,33.14,3,4,5,6,34.55,-2.84,27.75
ORGANIZATION,91.92,140.22,92.68,172.02,8,9,10,11,124.21,26.7,99.42
RESIDENT,18.54,18.66,19.57,13.27,8,9,10,11,17.51,-1.76,17.44
PUBLIC_SERVICE,156.24,168.81,157.03,168.35,6,7,8,9,162.61,4.04,225.31
RESIDENT,8.23,8.75,12.48,13.79,2,3,4,5,10.81,1.85,9.68
RESIDENT,8.37,3.12,0.5,0.5,8,9,10,11,3.12,-2.62,3.12
ORGANIZATION,219.16,147.16,158.82,126.06,8,9,10,11,162.8,-31.03,172.14
RESIDENT,7.8,10.84,5.35,10.59,7,8,9,10,8.64,0.93,10.61
ORGANIZATION,67.31,48.42,68.31,34.53,7,8,9,10,54.64,-10.93,66.84
FACTORY,1661.82,1634.06,1609.53,1882.37,2,3,4,5,1696.94,73.52,1867.05
GOVERNMENT,245.1,294.61,246.63,223.16,12,1,2,3,252.38,-7.31,250.75
RESIDENT,4.88,8.18,11.54,13.19,1,2,3,4,9.45,2.77,12.72
RESIDENT,19.16,19.44,20.57,20.62,10,11,12,1,19.95,0.49,36.78
RESIDENT,28.81,30.34,24.85,30.07,5,6,7,8,28.52,0.42,23.73
RESIDENT,28.89,22.87,25.26,34.9,11,12,1,2,27.98,2.0,29.65
RESIDENT,33.72,30.22,27.97,34.59,5,6,7,8,31.62,0.29,27.9
RESIDENT,21.9,26.56,33.71,32.05,3,4,5,6,28.55,3.38,26.07
GOVERNMENT,274.65,303.74,346.47,321.16,1,2,3,4,311.5,15.5,336.46
RESIDENT,27.6,29.07,34.28,41.19,2,3,4,5,33.03,4.53,32.2
RESIDENT,28.11,29.2,28.09,26.75,7,8,9,10,28.04,-0.45,26.46
FACTORY,2023.54,2145.74,2013.33,1920.55,5,6,7,8,2025.79,-34.33,1896.03
RESIDENT,23.04,22.69,21.45,24.44,10,11,12,1,22.91,0.47,28.64
FACTORY,792.2,913.31,1370.89,1056.97,1,2,3,4,1033.34,88.26,864.62
RESIDENT,37.83,31.17,31.03,34.69,7,8,9,10,33.68,-1.05,29.37
RESIDENT,17.11,22.1,11.35,9.23,7,8,9,10,14.95,-2.63,15.41
RESIDENT,3.64,2.71,6.76,13.14,1,2,3,4,6.56,3.17,11.4
RESIDENT,30.28,37.29,36.7,37.14,1,2,3,4,35.35,2.29,38.56
ORGANIZATION,196.54,184.12,169.25,192.1,7,8,9,10,185.5,-1.48,166.32
RESIDENT,43.03,40.57,33.47,37.87,5,6,7,8,38.73,-1.72,49.19
RESIDENT,18.19,18.79,24.88,25.59,2,3,4,5,21.86,2.47,28.7
RESIDENT,14.06,12.82,5.56,7.04,7,8,9,10,9.87,-2.34,7.97
ORGANIZATION,123.72,141.89,133.96,169.04,10,11,12,1,142.15,15.11,178.28
RESIDENT,8.96,14.7,9.47,16.52,10,11,12,1,12.41,2.52,16.41
RESIDENT,0.5,16.25,10.3,13.0,1,2,3,4,10.01,4.17,13.52
RESIDENT,18.04,22.42,17.96,14.73,5,6,7,8,18.29,-1.1,15.36
RESIDENT,37.68,30.71,33.9,28.84,7,8,9,10,32.78,-2.95,38.95
PUBLIC_SERVICE,161.38,153.7,168.09,135.94,5,6,7,8,154.78,-8.48,126.11
RESIDENT,14.2,20.59,21.28,25.0,11,12,1,2,20.27,3.6,27.16
GOVERNMENT,161.66,121.58,106.5,121.63,8,9,10,11,127.84,-13.34,147.24
RESIDENT,27.42,25.63,21.89,18.69,5,6,7,8,23.41,-2.91,10.66
RESIDENT,14.59,7.23,10.36,15.63,11,12,1,2,11.95,0.35,18.03
ORGANIZATION,88.84,67.16,87.23,100.76,10,11,12,1,86.0,3.97,118.64
RESIDENT,26.17,26.11,23.72,23.66,8,9,10,11,24.91,-0.84,29.44
RESIDENT,9.39,10.81,12.34,8.92,4,5,6,7,10.37,-0.16,5.59
RESIDENT,21.31,18.78,23.1,22.1,11,12,1,2,21.32,0.26,26.13
RESIDENT,8.58,5.16,10.75,12.85,3,4,5,6,9.34,1.42,9.81
GOVERNMENT,361.75,339.97,333.52,262.07,6,7,8,9,324.33,-33.23,298.49
RESIDENT,31.35,37.07,38.27,38.09,12,1,2,3,36.2,2.25,40.05
RESIDENT,20.18,11.06,11.14,5.36,7,8,9,10,11.94,-4.94,4.94
GOVERNMENT,123.14,127.77,224.39,142.6,10,11,12,1,154.47,6.49,137.18
GOVERNMENT,456.1,401.23,412.39,373.42,8,9,10,11,410.79,-27.56,385.24
FACTORY,1064.23,1244.95,1206.82,1230.13,10,11,12,1,1186.53,55.3,1343.1
GOVERNMENT,219.81,183.7,142.12,122.31,7,8,9,10,166.99,-32.5,77.14
ORGANIZATION,131.75,136.94,148.24,94.33,7,8,9,10,127.81,-12.47,107.08
RESIDENT,18.53,11.45,12.55,15.82,8,9,10,11,14.59,-0.9,10.83
RESIDENT,22.2,23.06,18.56,20.83,9,10,11,12,21.16,-0.46,24.7
RESIDENT,20.96,23.13,22.19,26.21,10,11,12,1,23.12,1.75,32.38
RESIDENT,15.46,16.67,20.65,22.25,3,4,5,6,18.76,2.26,15.18
RESIDENT,31.49,40.04,33.38,31.83,6,7,8,9,34.19,0.11,29.02
RESIDENT,20.59,19.64,12.94,13.95,8,9,10,11,16.78,-2.21,10.32
PUBLIC_SERVICE,67.12,72.01,84.45,68.9,1,2,3,4,73.12,0.59,87.69
RESIDENT,0.5,0.5,0.5,2.64,11,12,1,2,1.04,0.71,6.48
RESIDENT,14.03,21.79,17.01,11.41,4,5,6,7,16.06,-0.87,16.51
RESIDENT,16.04,10.91,14.9,19.93,9,10,11,12,15.45,1.3,20.43
PUBLIC_SERVICE,39.98,46.67,38.58,45.92,10,11,12,1,42.79,1.98,41.47
RESIDENT,25.88,19.57,20.58,26.09,10,11,12,1,23.03,0.07,25.46
GOVERNMENT,469.22,426.51,443.68,378.4,8,9,10,11,429.45,-30.27,448.44
ORGANIZATION,146.59,158.48,160.3,141.08,9,10,11,12,151.61,-1.84,161.83
PUBLIC_SERVICE,73.52,50.27,84.3,81.38,12,1,2,3,72.37,2.62,86.18
RESIDENT,5.47,6.22,12.24,19.2,11,12,1,2,10.78,4.58,11.38
ORGANIZATION,159.45,170.01,130.07,152.27,8,9,10,11,152.95,-2.39,174.08
GOVERNMENT,437.01,325.1,408.71,308.1,2,3,4,5,369.73,-42.97,373.2
RESIDENT,16.96,12.95,12.69,10.6,9,10,11,12,13.3,-2.12,12.64
GOVERNMENT,176.56,163.77,195.0,227.62,10,11,12,1,190.74,17.02,351.84
RESIDENT,16.65,13.72,12.83,22.14,2,3,4,5,16.34,1.83,17.77
RESIDENT,34.72,32.83,24.72,38.51,5,6,7,8,32.7,1.26,21.37
RESIDENT,36.38,30.44,25.89,32.29,7,8,9,10,31.25,-1.36,34.99
RESIDENT,4.38,7.67,7.65,6.62,10,11,12,1,6.58,0.75,11.22
RESIDENT,24.36,24.41,24.63,24.75,2,3,4,5,24.54,0.13,22.55
RESIDENT,26.79,11.39,19.83,18.76,10,11,12,1,19.19,-2.68,19.91
RESIDENT,20.55,23.49,22.83,24.55,4,5,6,7,22.86,1.33,31.38
GOVERNMENT,243.32,304.03,254.13,300.88,9,10,11,12,275.59,19.19,282.27
ORGANIZATION,171.13,175.12,166.19,135.25,8,9,10,11,161.92,-11.96,151.25
GOVERNMENT,344.93,319.03,453.66,344.82,2,3,4,5,365.61,-0.04,338.32
RESIDENT,25.99,28.21,30.65,17.03,7,8,9,10,25.47,-2.99,17.49
PUBLIC_SERVICE,63.71,64.34,90.32,56.16,4,5,6,7,68.63,-2.52,85.94
RESIDENT,21.05,23.84,18.65,22.84,8,9,10,11,21.59,0.6,16.49
RESIDENT,2.11,3.02,8.05,3.98,12,1,2,3,4.29,0.62,8.48
RESIDENT,14.2,15.87,16.58,11.41,9,10,11,12,14.52,-0.93,14.44
PUBLIC_SERVICE,151.22,141.62,127.47,123.09,5,6,7,8,135.85,-9.38,128.63
RESIDENT,28.69,34.33,31.99,25.02,5,6,7,8,30.01,-1.22,25.03
RESIDENT,32.7,36.55,29.44,37.08,4,5,6,7,33.94,1.46,28.54
RESIDENT,15.94,19.2,18.51,23.99,2,3,4,5,19.41,2.68,18.79
RESIDENT,14.53,17.89,19.14,18.04,1,2,3,4,17.4,1.17,24.74
RESIDENT,20.62,26.56,24.78,28.1,10,11,12,1,25.02,2.49,24.41
RESIDENT,7.02,6.37,6.14,17.26,12,1,2,3,9.2,3.41,17.66
RESIDENT,6.11,9.93,9.58,16.5,1,2,3,4,10.53,3.46,11.14
RESIDENT,30.62,22.9,16.26,23.97,6,7,8,9,23.44,-2.22,17.61
RESIDENT,13.66,18.12,17.38,23.72,1,2,3,4,18.22,3.35,20.03
RESIDENT,29.56,22.84,18.6,20.04,8,9,10,11,22.76,-3.17,21.6
ORGANIZATION,111.57,115.31,113.65,100.69,2,3,4,5,110.3,-3.63,105.02
PUBLIC_SERVICE,54.24,54.81,43.17,30.64,7,8,9,10,45.72,-7.87,38.85
PUBLIC_SERVICE,43.45,31.81,19.51,11.1,8,9,10,11,26.47,-10.78,27.55
RESIDENT,24.8,18.93,25.58,18.57,5,6,7,8,21.97,-2.08,9.86
RESIDENT,19.71,24.92,25.24,15.54,3,4,5,6,21.35,-1.39,15.2
FACTORY,1737.5,1646.67,1728.31,1887.71,9,10,11,12,1750.05,50.07,1671.06
RESIDENT,13.76,16.71,14.39,10.41,2,3,4,5,13.82,-1.12,14.97
RESIDENT,21.33,36.51,32.16,42.28,1,2,3,4,33.07,6.98,35.84
ORGANIZATION,124.01,58.0,71.0,130.26,9,10,11,12,95.82,2.08,91.31
RESIDENT,6.44,12.18,22.06,18.71,12,1,2,3,14.85,4.09,20.36
ORGANIZATION,82.02,86.8,92.14,106.28,10,11,12,1,91.81,8.09,95.17
ORGANIZATION,73.02,40.81,63.29,101.34,11,12,1,2,69.62,9.44,68.95
RESIDENT,60.47,40.73,40.41,48.89,4,5,6,7,47.62,-3.86,33.76
PUBLIC_SERVICE,41.66,56.1,55.71,77.92,2,3,4,5,57.85,12.09,69.0
GOVERNMENT,570.94,347.72,429.91,371.67,4,5,6,7,430.06,-66.42,375.6
RESIDENT,21.93,13.87,19.86,20.99,11,12,1,2,19.16,-0.31,26.58
RESIDENT,25.55,22.86,21.72,19.5,10,11,12,1,22.41,-2.02,30.53
RESIDENT,18.75,22.92,28.7,27.61,3,4,5,6,24.5,2.95,26.23
RESIDENT,33.25,38.06,35.85,37.86,3,4,5,6,36.25,1.54,32.82
RESIDENT,6.18,11.03,10.32,17.64,11,12,1,2,11.29,3.82,16.53
RESIDENT,31.3,34.02,33.31,29.39,3,4,5,6,32.01,-0.64,29.61
RESIDENT,8.2,12.23,10.84,5.48,8,9,10,11,9.19,-0.91,2.78
RESIDENT,40.57,33.47,37.87,49.19,6,7,8,9,40.27,2.87,36.62
RESIDENT,1.46,3.96,4.11,2.14,10,11,12,1,2.92,0.23,12.37
RESIDENT,26.32,20.72,18.21,15.84,6,7,8,9,20.27,-3.49,18.14
RESIDENT,35.19,33.71,34.31,35.32,9,10,11,12,34.63,0.04,36.5
ORGANIZATION,75.28,44.61,60.99,64.79,9,10,11,12,61.42,-3.5,63.16
PUBLIC_SERVICE,84.62,87.41,77.05,54.81,5,6,7,8,75.97,-9.94,67.75
PUBLIC_SERVICE,118.7,166.27,116.12,120.77,12,1,2,3,130.47,0.69,130.59
GOVERNMENT,429.76,392.67,465.83,421.04,1,2,3,4,427.32,-2.91,413.71
RESIDENT,12.79,15.64,18.8,15.21,12,1,2,3,15.61,0.81,28.85
GOVERNMENT,558.66,490.18,763.06,490.81,6,7,8,9,575.68,-22.62,548.14
ORGANIZATION,172.13,187.37,201.33,219.44,12,1,2,3,195.07,15.77,235.3
RESIDENT,31.75,34.73,34.28,27.62,7,8,9,10,32.09,-1.38,24.45
GOVERNMENT,159.0,185.35,146.67,155.71,4,5,6,7,161.68,-1.1,78.32
GOVERNMENT,632.69,373.32,391.74,350.61,7,8,9,10,437.09,-94.03,396.32
PUBLIC_SERVICE,162.51,163.77,159.7,165.24,4,5,6,7,162.81,0.91,170.38
GOVERNMENT,454.81,439.11,524.18,472.04,10,11,12,1,472.53,5.74,505.2
RESIDENT,12.79,16.89,15.14,14.03,3,4,5,6,14.71,0.41,15.82
GOVERNMENT,92.97,121.16,174.97,193.62,10,11,12,1,145.68,33.55,166.67
RESIDENT,29.89,29.9,24.99,22.4,9,10,11,12,26.8,-2.5,26.24
RESIDENT,49.6,27.14,35.91,30.23,9,10,11,12,35.72,-6.46,33.12
PUBLIC_SERVICE,31.14,21.72,40.99,36.25,12,1,2,3,32.52,1.7,37.02
RESIDENT,15.0,23.88,24.32,24.83,1,2,3,4,22.01,3.28,30.15
RESIDENT,15.64,11.92,18.63,14.71,1,2,3,4,15.22,-0.31,25.4
RESIDENT,8.01,12.38,7.56,6.43,9,10,11,12,8.59,-0.53,13.52
RESIDENT,24.29,26.17,26.11,23.72,7,8,9,10,25.07,-0.19,23.66
GOVERNMENT,173.98,175.36,122.25,93.26,7,8,9,10,141.21,-26.91,81.47
PUBLIC_SERVICE,30.87,28.7,16.41,11.35,9,10,11,12,21.83,-6.51,40.57
RESIDENT,19.27,17.25,9.89,13.01,7,8,9,10,14.85,-2.09,5.43
GOVERNMENT,283.56,328.88,381.58,388.0,12,1,2,3,345.5,34.81,394.82
GOVERNMENT,502.54,490.78,519.53,515.03,9,10,11,12,506.97,4.16,526.56
RESIDENT,23.49,22.83,24.55,31.38,5,6,7,8,25.56,2.63,19.99
RESIDENT,12.51,13.39,15.95,15.91,3,4,5,6,14.44,1.13,10.0
RESIDENT,31.54,27.9,27.99,27.4,5,6,7,8,28.71,-1.38,23.96
RESIDENT,28.13,21.96,18.63,21.69,8,9,10,11,22.6,-2.15,24.06
RESIDENT,16.38,9.88,6.69,5.02,7,8,9,10,9.49,-3.79,3.26
RESIDENT,21.98,18.69,33.03,29.13,2,3,4,5,25.71,2.38,30.48
RESIDENT,13.7,12.53,11.17,15.69,9,10,11,12,13.27,0.66,9.06
PUBLIC_SERVICE,37.12,23.56,25.63,24.13,8,9,10,11,27.61,-4.33,28.14
RESIDENT,13.16,12.16,9.05,6.73,6,7,8,9,10.28,-2.14,3.34
RESIDENT,8.18,8.64,12.62,3.8,4,5,6,7,8.31,-1.46,1.43
PUBLIC_SERVICE,90.32,56.16,85.94,75.85,6,7,8,9,77.07,-4.82,43.49
RESIDENT,16.06,17.26,14.9,8.36,7,8,9,10,14.14,-2.57,11.04
ORGANIZATION,179.27,172.58,196.28,184.56,8,9,10,11,183.17,1.76,178.59
